Reviewer,Date,Review,English Review
Shahril Hashim,a year ago,Nasi lemak was delicious. Huge portions..,Nasi lemak was delicious. Huge portions..
Carmen K,11 months ago,"Genuinely do not understand the hype over this. Rice had close to zero notes of santan, beef rendang was tough and chewy, and sambal was meh. Sprinkling of ikan bilis and kacang. Only good thing was service was efficient and polite.","Genuinely do not understand the hype over this. Rice had close to zero notes of santan, beef rendang was tough and chewy, and the sambal was disappointing. The only good thing is the service was efficient and polite."
Cheria Manja,a year ago,"Clean & airy, no AC but lots of ceiling fans. A simple ambience, like kampung style kedai makan/food court/cafeteria. It's quite warm on a very hot & humid weather due to zinc roof. A variety of lauk pauk to add to the nasi lemak biasa. Ã¢â¬Â¦","Clean and airy, no air conditioning but lots of ceiling fans. A simple ambiance, like a kampung-style kedai makan/food court/cafeteria. It can be quite warm on a very hot and humid day due to the zinc roof. A variety of lauk pauk to add to the nasi lemak biasa."
Nicky Ng,3 years ago,One of the more authentic local dining experience with very  friendly locals helping with identifying dish ingredients. Ã¢â¬Â¦,One of the more authentic local dining experience with very friendly locals helping with identifying dish ingredients. Ã¢â¬Â¦
Chris Pendragon,a year ago,"My favorite nasi lemak spot of all time. But they're very stingy with their portion, everything is measured down to every piece of rice. Ã¢â¬Â¦","My favorite nasi lemak spot of all time. But they're very stingy with their portion, everything is measured down to every piece of rice. Ã¢â¬Â¦"
Muhammad Farhan,a year ago,Perghhh mana nak dapat harga nasi lemak+telur mata+burgerdil+ayam goreng=RM13 murah dan sangat berpatutan sesiapa yang datang ke kampung baru boleh cuba untuk ke kedai ini makanlah nasi lemak sehingga anda puas.,"Wow, where else can you find nasi lemak + telur mata + bergedil + ayam goreng for RM13, cheap and very reasonable. Anyone coming to Kampung Baru should try this shop for nasi lemak until you are satisfied."
Emre ASLAN,9 months ago,They serve Malay traditional food.,They serve good malay traditional food.
Arivalagan Palani,3 months ago,MY HEART TO NASI LEMAK AYAM BEREMPAH. Abit pricey but must try one !,My heart belongs to nasi lemak ayam berempah. A bit pricey but a must-try!
Rahadianto Putra,3 years ago,"Lagi sedap! Love the fluffiness of the jasmine rice, although the sambal is way too sweet for my taste. Satay Paru sedap pun! Jom come here!","Even more delicious! Love the fluffiness of the jasmine rice, although the sambal is way too sweet for my taste. The Satay Paru is delicious too! Let's come here!"
Anna Jicheol,a year ago,The nasi lemak taste for me is nothing special..I can taste cili boh in the 'sambal'..sevice is ok..but we been scoled by one of staff name Sham..that we cannot bring outside food..but actually we bought cendol durian across the street of Ã¢â¬Â¦,"The nasi lemak taste, for me, is nothing special. I can taste cili boh in the 'sambal.' Service is okay, but we were scolded by one of the staff named Sham that we cannot bring outside food. But actually, we bought cendol durian across the street."
RoseTaha,a year ago,"We had sotong sambal, sambal kerang and fried chicken. The nasi lemak was aromatic and tasty.  The chicken was served hot and crispy. Sambal Sotong and kerang were also delicious and not so spicy. Most of the time the queue was long but the staffs were efficient, so serving time was considered quick.","We had sotong sambal, sambal kerang and fried chicken. The nasi lemak was aromatic and tasty.  The chicken was served hot and crispy. Sambal Sotong and kerang were also delicious and not so spicy. Most of the time the queue was long but the staff were efficient, so serving time was considered quick."
Hanisah Rani,3 years ago,Not my taste. Sambal nasi lemak terlampau manis. Nasi lemak x berlemak.,"Not to my taste. The nasi lemak sauce is sweet, and the rice is not milky."
Ungku Zaki Hamzah,2 years ago,Simply satisfying Nasi Lemak. A bit pricey but worth the value,Simply satisfying Nasi Lemak. A bit pricey but worth the value
Nadhirah Nazarudin,5 years ago,"Sedap, harga dah terpampang so tau berapa utk each lauk ambik. Portion puas hati, tak kedekut. Service cepat.","Delicious, the prices are clearly displayed, so you know the cost for each dish you choose. Satisfying portions, not stingy. Fast service."
Steve Leong,a year ago,Good nasi lemak. Spacious and clean. Long Q. Car parking may have problem.,Good nasi lemak. Spacious and clean. Long Q. Car parking may have problem.
Salman Hafizi,a year ago,The nasi lemak is really delicious and has its own unique flavour. It was worth every inch of struggle to find a parking spot and wait in a long queue. Some tips are to go there early in the morning or find private parking for peace of mind.,The nasi lemak is really delicious and has its own unique flavour. It was worth every inch of struggle to find a parking spot and wait in a long queue. Some tips are to go there early in the morning or find private parking for peace of mind.
ZHaF FHaRuL,a year ago,Nasi lemak sedap.. lauk pun boleh tahan sedap.. sambal sedap cuma agak kemasaman sikit... orang ramai yakmat... beratur panjang... restoren cantik lengkap dengan surau semua.. cuma kebersihan tandas boleh dipertingkatkan... overall ok sangat...,"Delicious nasi lemak, the side dishes are also quite tasty. The sambal is good, just slightly on the sour side. It's popular, and there's a long queue. The restaurant is nicely set up with a prayer room. The cleanliness of the restroom could be improved, but overall, it's very good."
Mama Ina,9 months ago,Actually nak try sebab ramai yg suggest. Okay la...not bad. Sambal tak pedas sgt. Ambik lauk sotong. Mmg banyak dia letak. Tak mahal sgt. Boleh repeat.,"Actually, I wanted to try because many people suggested it. Okay, not bad. The sambal is not too spicy. I chose the squid side dish, and they gave a generous portion. The price is reasonable. I might come back again."
Muhd Fauzan,2 weeks ago,First tima makan...boleyy la...surau pon ada,First time eating here..Not bad..Prayer room also available 
Irma Majid,8 months ago,The best nasi lemak in town. This is my to go place for my once a month nasi lemak fix. The place is buzzing and have a good happy vibe. Service is super fast and crew is amazing.,"The best nasi lemak in town. This is my go-to place for my monthly nasi lemak fix. The place is buzzing with a good, happy vibe. The service is super fast, and the crew is amazing."
Suhada Hamzah,11 months ago,"Maaf lah review jujur..orang negeri lain saja nak try kot memang sedap sebab tengok beratur panjang sangat..memang tak sedap rasa tak berbaloi dengan harga,makan sekali cukup lah buat raso raso..kedai bersih staf friendly..cuma makanan tu lah kurang memuaskan.","Sorry for the honest review. Maybe people from other states want to try it, and it may be good as the queue is long. However, the taste is not good, not worth the price. Eating it once is enough. The shop is clean, staff is friendly, but the food is not satisfying."
Rushdi (Edy),a year ago,The place is bright and spacious. White-tiled walls gives the impression of hygiene and spaciousness. The main serving island combines the food and beverage service. There are dedicated lanes for dining in and take away. Ã¢â¬Â¦,The place is bright and spacious. White-tiled walls gives the impression of hygiene and spaciousness. The main serving island combines the food and beverage service. There are dedicated lanes for dining in and take away. Ã¢â¬Â¦
Cho Zila,2 years ago,Secara keseluruhannya saya suka nasi lemak Wanjo..,Overall I like Nasi Lemak Wanjo ..
Abdul Aziz Luqman Danial,a year ago,"One of the local tourist spot, and for locals to try aside from Nasi Lemak Antarabangsa and Pak Hassan. Wide selection of side dishes to eat with your nasi lemak, and good sambal (not too sweet), and large dining section with fans and Ã¢â¬Â¦","One of the local tourist spot, and for locals to try aside from Nasi Lemak Antarabangsa and Pak Hassan. Wide selection of side dishes to eat with your nasi lemak, and good sambal (not too sweet), and large dining section with fans and Ã¢â¬Â¦"
ÃÂ¨ÃâÃâÃÅ ÃÂ³ Chainheart,9 months ago,Nasi lemak rase standard shj x de lah special mane... X sedap sgt x jugak x sedap.. Biase2... Harga pon standard air buah ok sedap x manis sgt,"The taste of the nasi lemak is standard, nothing special. It's not exceptionally delicious, just average. The price is also standard, and the fruit juice is good, not too sweet."
isac,7 months ago,"Food was prepped immediately and tasted wonderful, service was quite good too. Place was cleaned nicely but I do think the atmosphere can be improved as the outdoor area was very hot.","Food was prepped immediately and tasted wonderful, service was quite good too. Place was cleaned nicely but I do think the atmosphere can be improved as the outdoor area was very hot."
nisa hassan,5 years ago,Ayam goreng sedapÃ¢ÂÂ¤nasi lemak best tapi sambal masin sket..hehe..kedai bersih..best mkn kat sini..,Delicious fried chicken. The best nasi lemak but salty sambal..hehe..it's clean..best eating here
Liza Mohd,a year ago,I love the spread of various dishes that u can add on in your Nasi Lemak. My most favourite refreshing & healthy juice is Kedongdong with Asam boi (Ambarella + salted dried plum). ItÃ¢â¬â¢s a MUST to drink & a MUST to go Ã°Å¸ËÆ Ã¢â¬Â¦,I love the spread of various dishes that you can add to your Nasi Lemak. My favourite refreshing and healthy juice is Kedongdong with Asam boi (Ambarella + salted dried plum). It's a MUST to drink & a MUST to go.
Syaz Valente,a year ago,Wouldve given five stars if the sambal wasnt on the sweeter side. Everything else was superb,Would've given five stars of the sambal wasn't on the sweeter side. Everything else was superb
kamarul hatta,a year ago,Location easy but parking difficult. Big place but very humid. Got aircon room but must pay RM1 per person. Service good. Normal taste and normal spread. Very pricey for too little rice.,Location easy to find but parking difficult. Big place but very humid. Got aircond room but must pay RM1 per person. Service good. Normal taste and normal spread. Very pricey for too little rice.
