Reviewer,Date,Review,English Review
Dottie Affendi,3 years ago,"Great nasi lemak ! Delicious sambal and rendang. A lot of food choices, good for nasi lemak lover. The environment is lively and nice, the restaurant are clean. The service is great and very friendly. Nice. Suitable to come with family and colleagues. The problem is the parking is limited","Great nasi lemak ! Delicious sambal and rendang. A lot of food choices, good for nasi lemak lover. The environment is lively and nice, the restaurant are clean. The service is great and very friendly. Nice. Suitable to come with family and colleagues. The problem is the parking is limited"
MTajulUrus Tajuddin,3 years ago,Simply Superb & Amazing tasty Nasi Lemak.!!,Simply Superb & Amazing tasty Nasi Lemak.!!
Pro Trekter,a month ago,Nice place to dine-in when it not on peek hours. ,Nice place to dine-in when it not on peak hours.
Kenneth Ford,7 months ago,"Little bit to busy, but I really like lthe Nasi lemak","Little bit to busy, but I really like lthe Nasi lemak"
kharmizan japar,a year ago,I think this place overrated.. the taste.. so-so.. sedap la jg.. the price standard kl price la.. theres a lot stall serve delicious nasi lemak with cheapers price.. but if u want to dine in with children this is the right place for you.. they follow SOP and the place is spacious..,"I think this place is overrated. The taste is normal, it's good but not exceptional. The price is standard KL price. Many stalls serve delicious nasi lemak at a cheaper price. However, if you want to dine in with children, this is the right place for you. They follow SOP, and the place is spacious."
CHE AZIZAH CHE KHALID,a year ago,"Nasi lemak was just ok, not bad but overrated. My sambal sotong masih hanyir. But very comfortable and convenient place for family outing.","Nasi lemak was just okay, not bad but overrated. My sambal sotong still had a fishy smell. However, it's a very comfortable and convenient place for a family outing."
Idra Dhom,4 months ago,The food no quality at all..rice potion too little,The food no quality at all..rice portion too little
Raihan Ean,a year ago,Servis & sistem okay sebab dia asing line bungkus dan dine-in. Meja pun banyak. Banyak pilihan lauk. Tempat bersih. Cuma sambal manis sikit.,The service and system are okay because they separate the lines for takeaway and dine-in. There are plenty of tables. Many choices for side dishes. The place is clean. Just the sambal is a bit sweet.
Kevin,a year ago,My favorite place to have Nasi Lemak in KL!!Food is delicious and prices very fair.Also love the smothies,My favorite place to have Nasi Lemak in KL!!Food is delicious and prices very fair.Also love the smothies
Damien Donnelly,4 months ago,Great authentic food at reasonable prices and clean,Great authentic food at reasonable prices and clean
Ahmad Masyhur Jahaya,a month ago,Come before 6.40am if you don't want to que.Parking: Best to use LRT if you're coming for lunch,Come before 6.40am if you don't want to que.Parking: Best to use LRT if you're coming for lunch
Yatie Cha aka Kakyatt Lekir Sitiawan,6 months ago,"Nice place to hang out. Love the fruit juice smoothies, affordable and delicious.","Nice place to hang out. Love the fruit juice smoothies, affordable and delicious."
Syamaizar Namrum,a year ago,Nasi lemak biasa ajerr tapi harga kayangan. boleh la pergi kalau takde pilihan lain sangat.,Just an ordinary nasi lemak but with a premium price. You can go if there are not many other options available.
Nik Md Fakhruddin,a year ago,nasi lemak memang sedap. Ayam goreng pun rangup. Servis pun cepat. Cuma nak cari parking...azab nya.,Nasi lemak is delicious.The fried chicken is crunchy.The service is fast.Just to find parking ... the torment.
Siti Ainshah,4 years ago,"Nasi lemak dia memang purely rasa nasi lemak..rasa bau pandannya..sambal terbaik..customer service pun terbaik..siap bg free vitagen lg untuk budak2..jus buah murah dan terbaikk, rm5 ja..","Their nasi lemak has a pure nasi lemak taste, with the fragrance of pandan. The sambal is the best. Customer service is also excellent, they even provide free Vitagen for kids. The fruit juice is cheap and excellent, only RM5."
Andy Bro,4 years ago,Very helpful staff make it easy to get an outstanding meal very quickly.Canteen style service and dining. Spotlessly clean.Very tasty chicken curry with all the trimmings and rice. Excellent.,Very helpful staff make it easy to get an outstanding meal very quickly.Canteen style service and dining. Spotlessly clean.Very tasty chicken curry with all the trimmings and rice. Excellent.
Siti Sri Rahayu Lamsah,a year ago,Beratur pepagi buta nak makan nasi lemak sini. Service laju.banyak pilihan sambal dan lauk. Jemput datang makan.,Queueing early in the morning to eat nasi lemak here. Fast service. Many choices of sambal and side dishes. You're welcome to come and eat.
liza azman,a year ago,Rasa biasa je..Sambal x pedas.Nk mkn pagi2 xda bnyk sngt org dlm jam 8pagi. Tpi parking.. Sendiri mau cari. Nk msuk dlm tu jem,"The taste is just average. The sambal is not spicy. If you want to eat in the morning, there aren't too many people around 8 AM. However, parking is self-managed, and entering the place can be congested."
Amirul Amat,3 years ago,"I’m nasi lemak sambal sotong die hard fan and normally I give rating from all aspects. 1stly the sambal was bad, cili tak cukup masak. 2nd, sambal sotong also the same thing even worst package with rubbery feel. Bilis was from low grade ","I'm a hardcore fan of nasi lemak with sambal sotong, and usually, I rate it based on all aspects. Firstly, the sambal was bad; the chili was not well-cooked. Secondly, the sambal sotong was also the same, even worse, packaged with a rubbery feel. The anchovies were of low grade."
Rafi Abdrahman,4 months ago,Good experience to eat here,Good experience to eat here
Mr Dwen,a year ago,Makanan semua memang sedap..harga agak keras sikit..Tapi berbaloi la..Lemak Santan nasi tu memang terasa..,"All the food is delicious, and the prices are a bit steep, but it's worth it. The coconut milk richness in the rice is really noticeable."
Azam Murad,a year ago,"The food was okay, my opinion the price need to reduce a bit. Even want to eat inside aircond place also need to charge RM1 per person.","The food was okay, my opinion the price need to reduce a bit. Even want to eat inside aircond place also need to charge RM1 per person."
Qamarul Reza,10 months ago,"The only word i can describe, the nasi lemak and lots of varities can be choose from is ""Power!"". Love the sambal!!","The only word I can describe, the nasi lemak and lots of varieties can be chosen from is great. Love the sambal!!"
Zhou Zhen,5 years ago,"I came at 4pm. The chicken and beef-lung is not warm, a bit cold. I dont know what is the red chili sauce called but it's the soul of the dish. It's really good, sweet and a little spicy. I deep everything with that sauce and it tastes like heaven! Overall it costs RM 12.2 included ice milk tea. A bit pricey compared to others but still an appropriate price. Definitely come back here in the morning so that I can try warmer/ hot foods.","I came at 4pm. The chicken and beef-lung is not warm, a bit cold. I dont know what is the red chili sauce called but it's the soul of the dish. It's really good, sweet and a little spicy. I deep everything with that sauce and it tastes like heaven! Overall it costs RM 12.2 included ice milk tea. A bit pricey compared to others but still an appropriate price. Definitely come back here in the morning so that I can try warmer/ hot foods."
Astri Novirianty,2 months ago,So delicious!,Food is so delicious!
Dea Meixiang,3 years ago,"the nasi lemak is soo good!! the sambal is not too spicy, just nice, the rice is so fragrant, the nut and the anchovies is very crunchy!! delicious and very cheap!! will come again!!","the nasi lemak is soo good!! the sambal is not too spicy, just nice, the rice is so fragrant, the nut and the anchovies is very crunchy!! delicious and very cheap!! will come again!!"
Asmidar Hani Mohd Shaaya,a year ago,Makanan sedap...cuma ada certain staff yg muka kerek...menyombong..minta tambah lauk & kuah buat muka...geleng² kepala...,"The food is delicious... It's just that there are certain staff members with a stern and arrogant expression... When asked for extra side dishes and gravy, they make a face and shake their heads."
Wan Ikhwan Aris W Ismail,11 months ago,"If you like your nasi lemak 'sebutir-sebutir'. The sambal is nice but on the sweet side.. The telur goreng is fully cooked, not runny.","If you like your nasi lemak with 'sebutir-sebutir' rice, then come here. The sambal is nice but on the sweet side. The fried egg is fully cooked, not runny."
Henzman Kumpul,2 years ago,Actually I ate at a restaurant near this one yesterday. But the last time I am here the nasi lemak was ok. Lot of options for lauk. And to be honest taste wise is bit better than nasi lemak antarabangsa.,Actually I ate at a restaurant near this one yesterday. But the last time I am here the nasi lemak was ok. Lot of options for side dishes. And to be honest taste wise is a bit better than nasi lemak antarabangsa.
Rosniza Maria,a year ago,The food was good. Worth the money,The food was good. Worth the money
Evans W.,3 years ago,"Doesn't deserve the hype. Sambal too sweet, rice grain still a bit hard,  overpriced. Should change it to Nasi Campur. Lacking the lemak in the rice. That happens when you sacrifice quality for quantity.Would I come back again? No.Will I recommend to my friends? Never.","Doesn't deserve the hype. Sambal too sweet, rice grain still a bit hard,  overpriced. Should change it to Nasi Campur. Lacking the lemak in the rice. That happens when you sacrifice quality for quantity.Would I come back again? No.Will I recommend to my friends? Never."
